Name,User,Location,Total tweets,Retweets,Images,Links,Chats,Text tweets,Impacts,Followers,User value,Tweets value
@JMSilverbrook,Julie Silverbrook,"Washington, DC",1,0,1,0,0,0,6234,6234,16.69,20.03
@princessfxp,Laarissa AK ` 🇪🇸,"Recreio dos Bandeirantes, Rio ",1,0,0,0,0,1,6227,6227,15.85,15.85
@gonshairline,Noah!,"Toronto, Ontario",1,0,1,0,0,0,6226,6226,16.34,19.61
@CondreayDavid,David Condreay 🆘,"Ventura, California",1,0,0,1,0,0,6223,6223,14.58,16.04
@owermohle,Sarah Owermohle,"Washington, DC",1,0,0,0,0,1,6221,6221,21.93,21.93
@nhbaptiste,Nathalie Baptiste,"Washington, DC",1,0,0,1,0,0,6215,6215,22.29,24.52
@Clark1995Clark,Daniel Tom Clark,,1,0,1,0,0,0,6212,6212,15.58,18.7
@carloshconde,Carlos Conde,Philippines,1,0,1,0,0,0,6210,6210,21.46,25.75
@todofoba,bogèra,melodrama,1,0,0,0,0,1,6207,6207,16.68,16.68
@Caolanmcaree,Caolán Mc Aree,Dublin,1,0,1,0,0,0,6197,6197,14.69,17.63
@_jackhy,jack🚩,,1,0,1,1,0,0,6195,6195,16.37,21.61
@javimorgado,Javi Morgado,New York City,1,0,0,0,0,1,6193,6193,19.57,19.57
@JPZvaiks,Dr Juan P Zimmermann MN116447,"Bs As, Argentina",1,0,0,0,0,1,6188,6188,15.58,15.58
@JasonQuest3,Jason Quest,South Florida,1,0,0,1,0,0,6186,6186,14.38,15.82
@JuvenalRivera,Juvenal Rivera,"Los Angeles, Chile",1,0,0,0,0,1,6178,6178,15.91,15.91
@JuanBindi,Juan Bindi,Villa Del Parque,1,0,0,0,0,1,6174,6174,19.99,19.99
@DrWendyRocks,Dr. Wendy Bohon,"Washington, DC",1,0,0,1,0,0,6173,6173,17.4,19.14
@jesusvonhartz,Jesus von Hartzareth,"Nordrhein-Westfalen, Deutschla",1,0,0,0,0,1,6170,6170,16.43,16.43
@Clarymv,Clarita Martínez,Asunción,1,0,0,0,0,1,6168,6168,16.18,16.18
@j7eon,eden,she/her.,1,0,0,0,0,1,6161,6161,15.41,15.41
@Oilfield_Rando,Oilfield Rando,,4,0,4,0,3,0,24620,6155,16.15,31.02
@MonicaCKlein,Monica Klein,Brooklyn,1,0,0,1,0,0,6154,6154,17.88,19.67
@OyaOzarslan,Oya Özarslan,Istanbul,1,0,0,0,0,1,6149,6149,16.63,16.63
@ZazuRules,David #OccupyDC,,1,0,0,0,0,1,6148,6148,15.05,15.05
@milenabatista,Milena Batista,"Rio de Janeiro, Brasil",1,0,0,0,0,1,6145,6145,18.27,18.27
@Jksoniias,Dr. Jitendra Kumar Soni,"Jaipur, India",1,0,1,0,0,0,6137,6137,19.53,23.44
@_jasmineleung_,Jasmine Leung,Hong Kong plus beyond,1,0,1,0,0,0,6131,6131,17.38,20.86
@rchamode,Ricardo Chamorro Delmo,Spain,1,0,0,1,0,0,6127,6127,20.17,22.19
@GlumBird,GlumBird,England,1,0,0,0,0,1,6121,6121,16.63,16.63
@alexinlaw,Alex Piletska,United Kingdom,1,0,1,0,0,0,6112,6112,16.72,20.06
@BRASILDEDIREIT4,BRASIL DE DIREITA,Brasil,1,0,1,0,0,0,6112,6112,14.58,17.5
@VIMO_CL,VIMO_ACTUALIDAD,"Santiago, CHILE",1,0,1,0,0,0,6110,6110,16.39,19.67
@okimatsumoto,Oki Matsumoto,,1,0,0,1,0,0,6108,6108,16.93,18.62
@DuaneRankin,Duane Rankin,"Phoenix, AZ",1,0,1,0,0,0,6104,6104,21.48,25.78
@theovertake,The Overtake,The North of England,1,0,0,1,0,0,6102,6102,16.47,18.12
@irmaar,Irma Arguello,The World,1,0,0,1,0,0,6099,6099,15.99,17.59
@painandcats_,Laura ♿️🏳️‍🌈🌑,"the desert, occupied land",1,0,0,0,0,1,6099,6099,16.49,16.49
@blvnnt__,Candy Lady the Wig Painter ~ IG: CandyColors__,"Duval, FL ",1,0,1,0,0,0,6098,6098,15.63,18.76
@DrStrangGuayaco,Dr. Strange,MultiVersos,1,0,0,0,0,1,6090,6090,15.94,15.94
@TheRealRaison,Raigup,,1,0,1,0,0,0,6090,6090,15.05,18.06
@puneetshukla3,Puneet Shukla,"New Delhi, India",1,0,0,0,0,1,6087,6087,16.14,16.14
@biebbsspurpose,Federica,x28 ♡ ,1,0,1,0,0,0,6083,6083,17.7,21.24
@esdoblede,DobleDe,"Distrito Capital, Venezuela",1,0,0,0,0,1,6081,6081,15.86,15.86
@petunianelsole,Camilla Conti,,1,0,1,0,0,0,6081,6081,17,20.4
@La_Muerta_Viva,FemiNancy Downs,El purgatorio,1,0,1,0,0,0,6080,6080,16.88,20.26
@shelbygrossman,Shelby Grossman,"Stanford, CA",1,0,0,1,0,0,6076,6076,16.71,18.38
@luciesbackup,lucie,France,1,0,1,0,0,0,6072,6072,14.24,17.09
@MatonsizimoKid,Pretoriano,Bogotá,1,0,0,0,0,1,6057,6057,16.21,16.21
@cpatriciordzg,que ocurrentes son los jotos,🤡,2,0,2,0,0,0,12037,6056,15.99,38.16
@GaetaAmy,Amy Gaeta,,1,0,0,0,0,1,6054,6054,15.71,15.71
@keinesasih,Ines ˚* ❀ self isolation day 13,#150526160214,1,0,0,0,0,1,6053,6053,16.64,16.64
@AliciaPuleo,Alicia Puleo,Europa,1,0,1,1,0,0,6053,6053,17.14,22.62
@nicocarratala,Carry,Buenos Aires,1,0,1,0,0,0,6052,6052,15.62,18.74
@royalpratt,Gregory Pratt,Chicago,1,0,0,0,0,1,6051,6051,21.63,21.63
@aalanlucci,Alan Lucci,"Buenos Aires, Argentina",1,0,0,0,0,1,6051,6051,15.78,15.78
@nehathemartian,schrödinger's cat.,india,1,0,1,0,0,0,6047,6047,16.35,19.62
@ogbuefitoks,Papa Ejima,"Abuja, Nigeria",1,0,1,0,0,0,6045,6045,16.05,19.26
@ObrequeMauricio,Mauricio Obreque,"Valdivia, Chile",1,0,0,0,0,1,6033,6033,15.08,15.08
@AmandilLenwe,LiIo Vidocq,En las Pléyades,1,0,0,1,0,0,6033,6033,15.61,17.17
@harleyb11,harleyb,Deep Heart Texas,1,0,0,0,0,1,6027,6027,15.35,15.35
@santaoes,Asier de la Iglesia,"Gipuzkoa, País Vasco",1,0,1,0,0,0,6025,6025,16.14,19.37
@garrett_felber,Garrett Felber,,1,0,0,0,0,1,6024,6024,16.36,16.36
@Bladymir_,Bladymir Muñoz,"Maipú, Chile",1,0,1,0,0,0,6022,6022,15.1,18.12
@paulocnf,#NAME?,,1,0,1,0,0,0,6021,6021,16.65,19.98
@KasdePina,K̷a̷s̷ ̷d̷e̷ ̷p̷i̷ñ̷a̷,,1,0,0,0,0,1,6019,6019,16.66,16.66
@arnaud_lancon,Arnaud Lancon,,1,0,0,0,0,1,6015,6015,15.8,15.8
@JenniferHYChan,Jennifer HY Chan 🇭🇰⛱,"Hong Kong, My Homeland",1,0,1,0,0,0,6015,6015,15.24,18.29
@hectorlima,Hector Lima,"São Paulo, Brasil",1,0,0,0,0,1,6012,6012,16.61,16.61
@LauraAlvarezJC,Laura Alvarez,,1,0,0,1,0,0,6012,6012,15.99,17.59
@arden_messing,Arden Messing,Native New Yorker,1,0,0,1,0,0,5997,5997,14.1,15.51
@DDaltonBennett,Dalton Bennett,"Washington, DC",1,0,0,1,0,0,5996,5996,21.3,23.43
@PiperK,Karen Piper,"Columbia, Mo and Seattle, WA",2,0,0,0,0,2,11988,5994,14.82,29.64
@robertstats,Robert Grant,"Croydon, England",1,0,0,0,0,1,5993,5993,18.88,18.88
@BrianBeckerDC,Brian Becker,,1,0,0,0,0,1,5992,5992,17.01,17.01
@OfficialFCTA,Official FCTA,Nigeria,1,0,1,0,0,0,5991,5991,15.94,19.13
@Mad_Morris,Madeleine Morris,"Melbourne, Victoria",1,0,0,1,0,0,5990,5990,19.74,21.71
@missunitedface,rupaul's shale gas,"Boston, MA",2,0,2,0,0,0,11844,5987,16.93,40.24
@AlcoolEmGeI,Álcool em Gel,world,1,0,1,0,0,0,5980,5980,15.87,19.04
@PolizeiFR,Polizei Freiburg,Freiburg im Breisgau,1,0,1,0,0,0,5977,5977,20.08,24.1
@MayorOfTelAviv,Mayor of Tel Aviv,Tel Aviv,1,0,1,0,0,0,5976,5976,20.35,24.42
@excorpianja,gadinha,,1,0,0,0,0,1,5974,5974,16.05,16.05
@ferramx,ferram,,1,0,0,0,0,1,5970,5970,16.14,16.14
@DocRunner1,Simon Tobin,Southport,1,0,1,0,0,0,5965,5965,16.31,19.57
@Ufronoticias,Ufronoticias,"Temuco, Chile",1,0,1,0,0,0,5964,5964,15.93,19.12
@SBalaghi,Shiva Balaghi,,1,0,0,1,0,0,5964,5964,17.3,19.03
@Tabalminutomx,Tabasco Al Minuto,"Centro, Tabasco",1,0,1,0,0,0,5962,5962,14.72,17.66
@nassquik,nasrin🕊,"durban, south africa ",1,0,0,1,0,0,5962,5962,15.92,17.51
@Bilnaze_,Bilnaze ⑩,Dans la légende,1,0,1,0,0,0,5955,5955,15.76,18.91
@Siilesito,Danié 🚀,Califato de Córdoba,1,0,0,1,0,0,5952,5952,15.92,17.51
@bridgetgillard,Bridget Read,Brooklyn,1,0,0,1,0,0,5952,5952,19.1,21.01
@novemberprivacy,แม่น้องโจวโจว,,1,0,1,0,0,0,5948,5948,15.85,19.02
@lisagartner,Lisa Gartner,"Philadelphia, PA",1,0,0,1,0,0,5944,5944,21.99,24.19
@dafnesampaio,esforçado,são paulo,1,0,0,1,0,0,5943,5943,16.23,17.85
@ktullymcmanus,K Tully-McManus,,1,0,0,1,0,0,5943,5943,21.5,23.65
@DarylDust,Daryl Dust,,1,0,1,0,0,0,5942,5942,13.93,16.72
@mgafni,Matthias Gafni,"San Francisco, CA",1,0,0,1,0,0,5938,5938,22.36,24.6
@marybsheridan,Mary Beth Sheridan,Mexico,2,0,0,1,0,1,9956,5937,20.72,37.2
@junktokyo,junkTokyo,mainland japan,2,0,0,2,0,0,11840,5937,16.93,37.16
@agustinprinetti,Agustín Prinetti 💚🧡,"Buenos Aires, Argentina",1,0,1,0,0,0,5934,5934,14.69,17.63
@coke318,คค ก็คือโค้ก,,1,0,1,0,0,0,5932,5932,15.49,18.59
@JuanmiBaquero,Juan Miguel Baquero,Freelance,1,0,0,0,0,1,5925,5925,16.8,16.8
@Bassam_Khawaja,Bassam Khawaja,New York,1,0,0,1,0,0,5922,5922,20.87,22.96
@DianaDefensora,Diana Sánchez Lara,,1,0,0,0,0,1,5921,5921,15.52,15.52
@barrettlane,Stayinyour Lane,"Washington, DC",1,0,0,0,0,1,5910,5910,16,16
@HellgrenWJZ,Mike Hellgren,,1,0,0,0,0,1,5910,5910,21.05,21.05
@GaloLaraYepez,Galo Lara Yépez,Quevedo,1,0,1,0,0,0,5905,5905,15.12,18.14
@carlaparrag,Carla Parra,,1,0,1,0,0,0,5895,5895,15.94,19.13
@gufalei,Gustavo Faleiros,Brasil,1,0,0,0,0,1,5890,5890,18.47,18.47
@PFr1end,Paul Friend🌹Support Patrick Vallance & C. Whitty,,1,0,0,0,0,1,5881,5881,13.63,13.63
@_Joon12Indy,thejoon.,#jin #jaeyong #yibo,1,0,0,1,1,0,5880,5880,15.63,3.44
@Pathognomonie,Pathognomonie,,1,0,1,0,0,0,5878,5878,15.68,18.82
@gabos182,Gabriel Dominguez,"Lima, Peru",1,0,1,0,0,0,5878,5878,14.22,17.06
@TaoualitAmar,Amar Taoualit,"Paris, France",1,0,1,0,0,0,5876,5876,16.02,19.22
@cunetita,Mrs. Holmes,"Cádiz, 221B",1,0,1,0,0,0,5875,5875,17.12,20.54
@amaricord,mari,"Puglia, Italia",1,0,0,0,0,1,5867,5867,14.93,14.93
@Senator_Patrick,Rex Patrick,"Adelaide, South Australia",1,0,1,0,0,0,5866,5866,19.34,23.21
@AndrewKerrNC,Andrew Kerr,,1,0,0,1,0,0,5854,5854,18.94,20.83
@3vanSutton,Evan Sutton 🩸🦷,DC,1,0,0,0,0,1,5854,5854,15.42,15.42
@totadelrey,ariana glande,"Córdoba, Argentina",1,0,0,0,0,1,5846,5846,15.61,15.61
@thoughsob,Alfredo Landed,Barcelona,1,0,1,0,0,0,5846,5846,15.9,19.08
@AntoBartolozzi,Anto 💚,,1,0,0,0,0,1,5845,5845,15.33,15.33
@TomValletti,Tommaso Valletti,,1,0,0,0,0,1,5841,5841,16.89,16.89
@grahambrewer,Graham Lee Brewer,"Oklahoma City, OK",1,0,0,0,0,1,5834,5834,20.91,20.91
@AmbSchaefer,Martin Schäfer,"Pretoria, South Africa",1,0,1,0,0,0,5833,5833,18.92,22.7
@loriamontgomery,lori montgomery,,1,0,0,1,0,0,5828,5828,21.7,23.87
@Veronista11,Veronista,"La Plata, Argentina",1,0,1,0,0,0,5826,5826,15.28,18.34
@alita_emo,AlitaEmo,,1,0,0,1,0,0,5821,5821,15.67,17.24
@gechife,Gesare Chife,"Accra, Ghana",1,0,0,1,0,0,5820,5820,15.14,16.65
@lauratarrillo,Laura Tarrillo,"Lima, Peru",1,0,0,0,0,1,5819,5819,15.59,15.59
@Kenzoness,⚔️K̶E̶N̶Z̶I̶⚔️,,1,0,1,0,0,0,5818,5818,14.38,17.26
@rafaelvalerac,Rafael Valera C. 🇻🇪,São Paulo,1,0,0,0,0,1,5815,5815,15.66,15.66
@Sarah_G_Cook,Sarah Cook,"New York, USA",1,0,0,1,0,0,5810,5810,16.76,18.44
@Sneekyboy,Scott,,1,0,0,1,0,0,5808,5808,15.67,17.24
@UntoNuggan,Sparrow/Liz : liminal nest,stolen Piscataway-Conoy land,1,0,0,0,0,1,5805,5805,16.11,16.11
@gustavojreige,Gustavo Jreige,"São Paulo, Brasil",1,0,0,0,0,1,5799,5799,17.25,17.25
@Lstedmanbryce,Louis Stedman-Bryce,United Kingdom,1,0,0,1,0,0,5798,5798,19.58,21.54
@JBellamyTV,Jennifer Bellamy,"Atlanta, GA",1,0,0,1,0,0,5797,5797,20.29,22.32
@toeysk,พิเตยชาวเน็ต,"Bangkok, Thailand",2,0,1,2,0,0,11491,5794,16.01,39.01
@Anasss73,Anas🇲🇦🇮🇹,Follow moi,1,0,0,1,0,0,5788,5788,15.19,16.71
@unrealAnnaAdams,Anna Adams,,1,0,0,1,0,0,5785,5785,15.53,17.08
@comoresinfos,Comores infos,Comores,1,0,1,1,0,0,5782,5782,16.03,21.16
@solineura,pertubada,,1,0,0,1,0,0,5782,5782,15.46,17.01
@nalucoolgroup,NaluCool,"Port Harcourt, Nigeria",1,0,1,0,0,0,5778,5778,13.75,16.5
@bbybollywood,crymelo anthony,LA/NY,1,0,0,0,0,1,5771,5771,17.22,17.22
@GmacCash,GMACCASH,"Detroit, MI",1,0,1,1,0,0,5770,5770,15.1,19.93
@berniesoprano,bernie soprano,north jersey,1,0,0,0,0,1,5769,5769,15.16,15.16
@nikop17,Nicolas Puiravau,Paris,1,0,1,0,0,0,5760,5760,19.63,23.56
@GovGoneWild,Blaise Ingoglia,"Spring Hill, FL",1,0,1,0,0,0,5756,5756,17.97,21.56
@OGGomas,OG GOMAS 🇲🇽,"Aveiro, Portugal",1,0,0,0,0,1,5756,5756,15.14,15.14
@LumosNotNox,Meeran,"Karachi, Pakistan",1,0,0,0,0,1,5752,5752,15.64,15.64
@jennerific713,ʝεɳ🍑,"Houston, TX",1,0,1,0,1,0,5740,5740,16.5,3.96
@niporwifi,NIPORWIFI ©,"Málaga, España",1,0,0,1,0,0,5739,5739,16.02,17.62
@Kween_Esha,Eshh-uhhh👑🌸,,1,0,0,0,0,1,5738,5738,13.93,13.93
@Georgette_Sand,Georgette Sand,Mens'world,1,0,0,1,1,0,5736,5736,16.01,3.52
@CMATIENZO,Carlos Matienzo,Ciudad de Mexico,1,0,0,0,0,1,5735,5735,15.43,15.43
@stevenmklein,Steven Klein,"Gainesville, FL",1,0,0,0,0,1,5731,5731,15.06,15.06
@surrealkillers,solomón,,1,0,0,0,0,1,5727,5727,15.69,15.69
@Subbu_06,SubbuS,India,1,0,0,0,0,1,5719,5719,15.43,15.43
@DevisZanaga,Devis Zanaga,"Torino, Piemonte",1,0,1,0,0,0,5718,5718,14.22,17.06
@GonzaaaaaaL,GonzaaL 😷,Emirados Árabes Unidos,1,0,0,0,0,1,5715,5715,15.12,15.12
@paulawalkerCL,Paula Walker,,1,0,0,0,0,1,5715,5715,15.48,15.48
@ephwinslow,a,,1,0,1,0,0,0,5711,5711,15.26,18.31
@mikihirano,Miki Hirano,"Sydney, Australia",1,0,0,1,0,0,5708,5708,18.14,19.95
@cluzp,Carmen Luz APRUEBO,"London, England",1,0,0,0,0,1,5701,5701,14.94,14.94
@CTrivalle,Christophe Trivalle,,1,0,1,0,0,0,5701,5701,17.97,21.56
@SkylarJordan,Skylar Baker-Jordan,"La Follette, TN",1,0,0,0,0,1,5700,5700,19.85,19.85
@_inidnan,Nandini Tandon,,1,0,0,1,0,0,5698,5698,15.39,16.93
@fulanos3,FulanoDeTal,Argentina,1,0,0,0,0,1,5696,5696,15.1,15.1
@noe_etcheverry,Noelia Etcheverry,Montevideo - Uruguay,1,0,1,0,0,0,5691,5691,14.75,17.7
@lunatibjs,aymigol,,1,0,1,0,0,0,5690,5690,14.38,17.26
@LHDSR_TV,𝕷'𝖍𝖊𝖚𝖗𝖊 𝖉𝖊 𝖘𝖊 𝖗𝖊𝖛𝖊𝖎𝖑𝖑𝖊𝖗.✒️,France,1,0,1,0,0,0,5685,5685,15.07,18.08
@songkietchartwa,songkiet chartwattan,กรุงเทพมหานคร,1,0,0,1,0,0,5683,5683,15.13,16.64
@Parkour_Lewis,"Gerald of Riverdale, Code Witcher",The Continent/ Brooklyn,1,0,0,1,0,0,5682,5682,20.21,22.23
@sebasalmada,sebastián almada,Buenos Aires,1,0,0,0,0,1,5675,5675,16.1,16.1
@Madame36,Martha D. Meléndez M,Perú,1,0,1,0,0,0,5672,5672,14.37,17.24
@RedMerlin1892,Merlin 🇮🇪 ⭐⭐⭐⭐⭐⭐,"Monaghan, Ireland",1,0,1,0,0,0,5666,5666,13.6,16.32
@ediengg,y0i,TRG,1,0,0,1,0,0,5663,5663,15.26,16.79
@IsaiahThinks,Isaiah’s burner,"Croydon, Toronto",1,0,1,0,0,0,5662,5662,15.78,18.94
@AnyaVolz,Anya Volz,"New York, NY",1,0,0,0,0,1,5660,5660,15.01,15.01
@donafernanda,fernie,"Cuiabá, Brasil",1,0,0,0,0,1,5657,5657,17.07,17.07
@revluvtion,lucila♀️🔻,"mendoza, argentina",2,0,0,0,0,2,11106,5654,14.89,29.35
@JavierVillamor,Javier Villamor,,1,0,0,1,0,0,5648,5648,15.27,16.8
@juriobolude,lucas,,1,0,0,0,0,1,5646,5646,15.02,15.02
@alisajoy331,Alisa Boyer,So Cal  USA,1,0,0,0,0,1,5645,5645,14.29,14.29
@Emanuellopes_,LOPΞS,"Aveiro, Portugal",1,0,0,1,0,0,5643,5643,14.98,16.48
@surfingqueen,Deb McPleb,"Aylesbury, UK",1,0,1,0,0,0,5643,5643,13.48,16.18
@Hazimraingers,Muhammad Hazim,"Kota Tinggi, Johor",1,0,1,0,0,0,5642,5642,14.73,17.68
@MickaCQFD,Mickaël Correia,"Paris, France",1,0,0,0,0,1,5638,5638,14.93,14.93
@peachyslen,hellen,,1,0,1,0,0,0,5637,5637,15.12,18.14
@big_saint,SAINT 🕊,"Paris, France",1,0,0,0,0,1,5635,5635,15.24,15.24
@kailaswild,Kailas Wild #STAYHOMESAVELIVES,"Sydney, New South Wales",1,0,0,0,0,1,5635,5635,15.17,15.17
@benavery9,Ben Avery,Adelaide,1,0,1,1,0,0,5634,5634,19.38,25.58
@kashmiriRefuge,Aashish,Under Secular Construction,1,0,1,0,0,0,5634,5634,15.82,18.98
@QuintFit,Quint Fit,"Noida, India",1,0,1,1,0,0,5631,5631,18.22,24.05
@_Njay3,🇨🇦N-jay 🏀,,1,0,0,0,0,1,5630,5630,17.47,17.47
@pedropcelis,pedro pineda celis,,3,0,3,0,0,0,16411,5617,13.28,47.91
@panicoenlondres,panic rae jepsen,,1,0,1,0,0,0,5611,5611,15.32,18.38
@tahjaslays,tahjá 💕,"Dallas, TX",1,0,1,0,0,0,5608,5608,13.47,16.16
@djtorres86,David Jiménez Torres,"Madrid, Comunidad de Madrid",1,0,1,0,0,0,5607,5607,15.52,18.62
@ArkeoToys,ArkeoToys,"Nantes, France",1,0,0,1,0,0,5605,5605,14.9,16.39
@peepandpol,People and Politics,United Kingdom,1,0,0,0,0,1,5603,5603,13.23,13.23
@kevpluck,Kevin Pluck Plain Soap Destroys Viruses,"Manchester, England",1,0,1,0,0,0,5590,5590,15.3,18.36
@Sukevicius_,Renan Sukevicius,"São Paulo, Brasil",1,0,0,0,0,1,5585,5585,18.03,18.03
@macguyvermedia,Mac escaped the box,"Philadelphia, PA",1,0,1,0,0,0,5582,5582,16.57,19.88
@astridvalentina,Astrid 🍀,Venezuela,1,0,0,0,0,1,5579,5579,14.71,14.71
@catacosu,Andrea,foalslandia,1,0,1,0,0,0,5577,5577,15.52,18.62
@wtfisaiah,isaiah(oe),yaks / eating ass / ewu '21,1,0,1,0,0,0,5577,5577,16.39,19.67
@Odi1978F,P@usenCl0wn,,1,0,0,0,0,1,5577,5577,15.4,15.4
@KiriAllan,Kiri Allan,"Whakatane District, New Zealand",1,0,0,2,0,0,5574,5574,18.34,20.17
@gabygardezx,babyblue,"Los Mochis, Sinaloa ",1,0,0,0,0,1,5572,5572,14.78,14.78
@ChadChronister,Chad Chronister,,1,0,1,0,0,0,5570,5570,14.62,17.54
@buenasrazones,Manuel de Santiago,Madrid,1,0,0,0,0,1,5568,5568,15.58,15.58
@fiorepanozzo,fio,🦋,1,0,0,0,0,1,5567,5567,14.83,14.83
@guidoprincesa,Samuel,En la calle.,1,0,0,0,0,1,5566,5566,13.66,13.66
@jtt_muk,뭌 𝘏𝘈𝘗𝘗𝘠,"Bangkok, Thailand",1,0,0,1,0,0,5561,5561,16.05,17.66
@qu_sch,duc de kuchent,dijon / (tours / reims),1,0,0,0,0,1,5560,5560,15.69,15.69
@manuperezext,Manu Pérez,Salvatierra de los Barros,1,0,1,0,0,0,5557,5557,18.38,22.06
@SilviaSanz_,Silvia Sanz,Madrid,1,0,1,0,0,0,5555,5555,15.52,18.62
@njun_aa,𝐎𝐦𝐄𝐢.ⁱᵗⁱ,03/03 💘,1,0,1,0,0,0,5552,5552,13.45,16.14
@effodu,Jake Okechukwu Effoduh,"Abuja, Nigeria",1,0,0,0,0,1,5546,5546,14.63,14.63
@mlqenjoadoo,bebel. 🤴🏽,+RJ⛱️// 💏,1,0,0,1,0,0,5542,5542,13.13,14.44
@mfceli,Maria Fe Celi,"Shanghái, República Popular Ch",1,0,0,0,0,1,5541,5541,14.78,14.78
@JardinTaylor,J Hooch,"Agg town, Tx",1,0,0,0,0,1,5537,5537,14.75,14.75
@dramadhikari,Sanyukta,Bengaluru/Nagpur,1,0,0,0,0,1,5531,5531,14.95,14.95
@ismaelft_,Ismael FT,Ciudad de México ,1,0,0,0,0,1,5530,5530,15.68,15.68
@sebasugarte,SEBASTIAN UGARTE,"Santiago, Chile",1,0,1,0,0,0,5518,5518,14.31,17.17
@sergeta,Sergio Arenillas🎗️,"Sao Paulo, Brazil",1,0,0,1,0,0,5513,5513,17.93,19.72
@tallandmexican,Abdias Soto Valenzula,Yes I’m tall,1,0,0,1,0,0,5513,5513,13.58,14.94
@TishaESPN,Tisha Thompson,"Washington, DC",1,0,0,1,0,0,5508,5508,19.32,21.25
@Mika_Regan,リーガン美香,"San Mateo, CA",1,0,0,1,0,0,5504,5504,17.7,19.47
@JacoboMendioroz,Jacobo Mendioroz,Barcelona,2,0,0,0,0,2,10618,5500,15.72,30.47
@cakes_iam,Cakes (sanitize your dirty phone),"Las Vegas, NV",1,0,0,0,0,1,5497,5497,13.04,13.04
@bellateez,창빈’𝐬 𝐁𝐞𝐥𝐥𝐚 ⋆｡˚✩,ᴀɴɢᴇʟɪɴᴇ♡,1,0,0,0,0,1,5495,5495,13.84,13.84
@ArquitectoxHora,ArquitectoxHora,"CABA, Buenos Aires, Argentina",1,0,0,0,0,1,5487,5487,14.33,14.33
@houmayor,Houston Mayor's Office,"Houston, TX",1,0,0,0,0,1,5483,5483,18.35,18.35
@tomateness,Filipe Aoki - Tomate,"São Paulo, Brasil",1,0,1,0,0,0,5476,5476,15.2,18.24
@Chill_Will151,Josh,,1,0,0,1,0,0,5475,5475,12.91,14.2
@JuanmaofArcos,juanma 🇮🇨,Arcos City,1,0,1,0,0,0,5474,5474,15.01,18.01
@Loun_R,Laetitia -Loun- Reboulleau,Paris,1,0,1,0,0,0,5473,5473,18.4,22.08
@FedeGiammaria,Federico Giammaría,"Córdoba, Argentina",1,0,1,0,0,0,5473,5473,15.32,18.38
@ChristianWhiton,Christian Whiton,Denver and Washington,1,0,0,0,0,1,5472,5472,15.15,15.15
@enjoyeverybeer,charly,Argentina,2,0,0,0,0,2,10850,5463,14.74,29.3
@ashleyyhickmann,𝕄𝕒𝕣𝕔𝕙 𝟚𝟛𝕣𝕕 🎈,,1,0,0,0,0,1,5463,5463,13.02,13.02
@marianerraiz,Marianella Arráiz,   MACONDO,1,0,0,0,0,1,5461,5461,14.43,14.43
@JRioboVTV,Julio Riobó VTV,Venezuela,1,0,0,0,0,1,5454,5454,14.78,14.78
@mdbuckley,Mike Buckley,"Sheffield, England",1,0,0,1,0,0,5442,5442,16.87,18.56
@MRKR,Marker by Medium,,3,0,0,3,1,0,15568,5431,18.54,42.4
@WeAreAPW,Antifa Public Watch APW,leeds,1,0,1,0,0,0,5429,5429,14.61,17.53
@Pelabur_Bijak,Pelabur Bijak,Malaysia,1,0,1,0,0,0,5425,5425,13.83,16.6
@SamanehPary,SamanehP,"Paris, France",1,0,0,1,0,0,5419,5419,14.71,16.18
@Italianperthai,𝙄𝙩𝙖𝙡𝙞𝙖𝙣 𝙥𝙚𝙧 𝙏𝙝𝙖𝙞🇮🇹ภาษาอิตาเลียนไทย,Germany,3,0,2,1,0,0,15972,5411,14.4,49.75
@PeterWMurphy1,Peter Murphy,"Sydney, Australia",1,0,0,0,0,1,5411,5411,15.25,15.25
@GiuseeDuranti,Giuse,Ramosss,1,0,0,0,0,1,5403,5403,14.62,14.62
@JORGE_28030,Jorge_28030,"Madriz, Moratalaz 28030",2,0,1,1,0,0,10806,5403,14.58,33.54
@Gargotejant,Gargotaire 🥚,,1,0,0,0,0,1,5400,5400,15.69,15.69
@halldrunkface,hall,,1,0,1,0,0,0,5399,5399,14.43,17.32
@joelrwrites,Joel Rodrigues,"United Kingdom, outside the EU",1,0,0,0,0,1,5397,5397,13.23,13.23
@LiangRhea,Rhea Liang,"Gold Coast, Queensland",1,0,0,1,0,0,5396,5396,14.79,16.27
@fgonzalezfradin,Nando,Mendoza,1,0,0,0,0,1,5395,5395,12.78,12.78
@TekStol,#BlueWave2020 🌊🇺🇸🗽#VoteBlue2020 #Resist⚖️🇺🇸,#VeteransAgainstTrump ,1,0,0,1,0,0,5395,5395,12.65,13.92
@Gatadenit,Aïda ヅ,,1,0,1,0,0,0,5391,5391,14.69,17.63
@drchethansathya,"Dr. Chethan Sathya, MD","New York, NY",1,0,0,0,0,1,5390,5390,17.36,17.36
@paeguiguren,Pablo Eguiguren,,3,0,0,0,0,3,16155,5387,14.33,42.97
@michelIebauer,🌶,msra ♡,1,0,0,0,0,1,5383,5383,15.12,15.12
@TeresaWatanabe,Teresa Watanabe,"Los Angeles, CA",1,0,0,1,0,0,5382,5382,20.05,22.06
@808sndCarShakes,808s & Car Shakes,,1,0,1,0,0,0,5380,5380,14.2,17.04
